text,doctor
"""joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""I've been having trouble seeing things clearly, and it seems to be getting worse. I'm also always tired and worn out",General Physician
"""The main sign of placenta previa is bright red vaginal bleeding, usually without pain, after 20 weeks of pregnancy. Sometimes",Gynecologist
I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid he,Dermatologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""Plantar wart signs and symptoms include: A small, rough growth on the bottom of your foot",General Physician
"""chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""The signs and symptoms of interstitial cystitis vary from person to person. If you have interstitial cystitis, your symptoms may also vary over time",General Physician
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""vomiting,dehydration,diarrhoea""",Gastroenterologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""itching,skin_rash,dischromic__patches""",Dermatologist
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""I've had a high fever, especially at night. It's been really bad. I've also had a headache, constipation",General Physician
"""patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""I feel sick to my stomach, lightheaded",Gastroenterologist
"""high_fever,blister,red_sore_around_nose,yellow_crust_ooze""",General Physician
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""vomiting,headache,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""In its early stages",General Physician
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
I have a stuffy nose and nasal congestion. I sometimes have chest discomfort during the night. I can't smell or taste anything.,ENT
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
I have a gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal,Gastroenterologist
"""headache,chest_pain,dizziness,loss_of_balance""",General Physician
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""itching,skin_rash,stomach_pain,burning_micturition""",Gastroenterologist
"""Hangover symptoms typically begin when your blood alcohol content drops significantly and is at or near zero. They're usually in full effect the morn",General Physician
"""continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure",ENT
"""Healthy gums are firm and fit snugly around teeth. The color of healthy gums can vary. They may range from light pink in some people to dark pink and",General Physician
"""vomiting,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""I have a fever and chills, and my whole body is aching. I also have a loss of appetite and some red spots on my back and neck.""",General Physician
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
I have varicose veins in my legs. They are swollen and painful.,General Physician
"""I've been sneezing a lot, and my eyes are constantly watering. My nose is stuffy, and it's hard to breathe. I'm tired all the time",ENT
"""itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion",Dermatologist
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine""",Gastroenterologist
"""fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
I've been feeling really sick lately. I've been throwing up and I'm itchy all over. I've also lost a lot of weight and I'm really exhausted. My skin h,Dermatologist
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
I have a rash on my skin that is itchy and uncomfortable. There are also some odd patches of skin that are a different color. I also have a few pimple,Dermatologist
I have been having a lot of pain in my neck and back. I also have a dry cough and I feel weak and dizzy.,General Physician
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
I've been feeling really cold and shivery. My back and eyes hurt a lot. I've also noticed some red spots on my back and neck. ,ENT
"""vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching""",Gastroenterologist
"""I have been having bloody stools for a while now, and I am also feeling quite weak. I think I may have anemia.""",General Physician
"""fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""I've been feeling very sick. I have a high fever, chills",General Physician
"""joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
The first signs of the common cold in a baby are often: A congested or runny nose Nasal discharge that may be clear at first but might thicken and tu,ENT
"""chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain""",Gastroenterologist
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""I have breathing problems",General Physician
"""chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""Signs and symptoms of mastitis can appear suddenly. They may include: Breast tenderness or warmth to the touch Breast swelling Thickening of breast",General Physician
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints""",General Physician
"""Frozen shoulder typically develops slowly in three stages. Freezing stage. Any movement of the shoulder causes pain",General Physician
"""Signs and symptoms of Ewing sarcoma include: Pain",General Physician
"""vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""itching,skin_rash,stomach_pain,burning_micturition""",Gastroenterologist
"""I've been having a headache all day, and I feel sick to my stomach. I'm also having trouble concentrating and focusing on my work.""",Gastroenterologist
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,increased_appetite,polyuria""",General Physician
"""joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""I have heartburn and indigestion. I vomit everything I eat. Food gets stuck in my throat",ENT
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain""",Gastroenterologist
"""I've been having trouble seeing things clearly, and it seems to be getting worse. I'm also always tired and worn out",General Physician
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties",ENT
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain""",Gastroenterologist
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""           Kidney stones       Open pop-up dialog box           Close     Kidney stones   Kidney stones Kidney stones form in your kidneys. As stones m",General Physician
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
I've been sneezing a lot and I'm really tired. My throat hurts and I have a lot of mucus in my nose and throat. My neck is also swollen and puffy.,ENT
"""Behcet's disease symptoms vary from person to person",General Physician
